CreditCardID;CardType;CardNumber;ExpMonth;ExpYear;ModifiedDate
7944;Distinguish;55554594226558;1;2007;2013-09-04
7945;ColonialVoice;77776970291304;10;2005;2013-12-11
7946;Distinguish;55559641159155;9;2008;2013-09-06
7947;SuperiorCard;33332828792350;2;2008;2012-09-11
7948;Distinguish;55553303007936;1;2005;2013-04-20
7949;Vista;11111772770007;2;2006;2014-04-22
7950;Distinguish;55551860167928;8;2008;2014-04-04
7951;SuperiorCard;33333775932975;7;2006;2013-06-09
7952;SuperiorCard;33334513043814;3;2005;2011-10-08
7953;SuperiorCard;33338847451837;1;2005;2013-10-20
7954;SuperiorCard;33331377220074;11;2007;2014-05-24
7955;SuperiorCard;33332270408907;7;2007;2014-01-10
7956;Vista;11113896445440;9;2008;2013-08-31
7957;Vista;11116305156191;10;2006;2014-03-04
7958;SuperiorCard;33339386619738;3;2007;2013-11-01
7959;SuperiorCard;33335730883155;11;2008;2013-07-18
7960;SuperiorCard;33331712555363;3;2007;2014-04-11
7961;Distinguish;55551761583417;6;2005;2014-06-22
7962;SuperiorCard;33338738478422;10;2008;2013-08-22
7963;Vista;11119510365005;5;2008;2013-05-28
7964;ColonialVoice;77775168565242;11;2008;2013-07-07
7965;Distinguish;55552709343628;12;2005;2013-08-16
7966;ColonialVoice;77773814078841;5;2005;2013-08-16
7967;ColonialVoice;77774593039480;2;2006;2009-01-10
7968;ColonialVoice;77771314849237;2;2008;2014-05-13
7969;ColonialVoice;77774067935938;11;2007;2013-12-23
7970;ColonialVoice;77778575359830;9;2007;2012-08-17
7971;ColonialVoice;77774444316988;4;2006;2013-10-04
7972;Distinguish;55552824880590;1;2008;2013-08-18
7973;Vista;11111779044821;8;2008;2013-12-24
7974;Vista;11119039213317;2;2005;2013-09-27
7975;SuperiorCard;33332568296911;3;2008;2012-07-03
7976;ColonialVoice;77776301053272;3;2007;2012-06-03
7977;SuperiorCard;33336135370651;9;2006;2012-07-05
7978;SuperiorCard;33332949109185;12;2007;2014-04-19
7979;SuperiorCard;33336104025709;4;2005;2013-06-02
7980;SuperiorCard;33335665697027;8;2007;2013-01-09
7981;ColonialVoice;77778941717941;9;2008;2013-07-09
7982;Distinguish;55554440020942;4;2006;2012-12-01
7983;SuperiorCard;33339990880202;6;2006;2008-12-28
7984;Distinguish;55554764806800;11;2005;2011-12-24
7985;Distinguish;55554862899507;9;2006;2011-06-04
7986;Vista;11117927575690;6;2006;2013-04-01
7987;ColonialVoice;77772961444167;7;2006;2013-01-29
7988;Distinguish;55553969024574;12;2008;2012-05-08
7989;SuperiorCard;33332240837952;11;2006;2013-10-27
7990;Distinguish;55556377703316;4;2007;2012-09-01
7991;Vista;11119664082459;9;2008;2013-07-06
7992;Distinguish;55553936425326;4;2005;2014-01-26
7993;Vista;11119909735154;4;2007;2013-08-25
7994;SuperiorCard;33334045368492;5;2008;2014-05-15
7995;Vista;11113068834100;10;2006;2013-12-10
7996;Vista;11117236305043;3;2008;2014-05-18
7997;ColonialVoice;77778042881866;2;2007;2012-01-06
7998;ColonialVoice;77775699057953;12;2007;2013-09-05
7999;Distinguish;55552477766533;1;2008;2011-08-21
8000;ColonialVoice;77777531357841;4;2008;2011-08-14
8001;SuperiorCard;33338394706673;3;2005;2014-04-14
8002;ColonialVoice;77774586197653;2;2007;2013-05-07
8003;Distinguish;55555503002559;4;2005;2014-06-21
8004;ColonialVoice;77775075912069;6;2008;2014-04-06
8005;Distinguish;55554933120696;12;2007;2013-10-15
8006;Distinguish;55558210618691;1;2005;2011-11-15
8007;Distinguish;55559193850000;10;2006;2013-07-30
8008;Vista;11117579760790;5;2005;2009-02-01
8009;SuperiorCard;33338135145337;10;2008;2014-03-14
8010;Vista;11119140395645;7;2007;2011-08-01
8011;ColonialVoice;77777884950959;3;2006;2012-01-23
8012;ColonialVoice;77773963889541;12;2005;2013-11-11
8013;SuperiorCard;33337715750947;9;2006;2014-03-29
8014;Distinguish;55555995839727;1;2005;2013-11-24
8015;SuperiorCard;33334304965209;12;2007;2014-01-29
8016;ColonialVoice;77778932309813;1;2008;2014-05-08
8017;ColonialVoice;77775025967286;11;2007;2014-01-05
8018;Distinguish;55557489283121;8;2006;2014-01-17
8019;Vista;11118941711850;7;2005;2014-02-08
8020;ColonialVoice;77772217630655;11;2005;2013-09-12
8021;ColonialVoice;77778070937200;2;2007;2011-09-28
8022;ColonialVoice;77774999409416;2;2005;2013-08-29
8023;ColonialVoice;77777125311431;1;2008;2014-01-25
8024;Vista;11117827085521;10;2007;2013-09-03
8025;Vista;11111961020708;5;2008;2014-03-02
8026;Vista;11117846106956;4;2005;2011-09-10
8027;Distinguish;55554437697813;3;2008;2013-11-13
8028;SuperiorCard;33338683437885;11;2007;2014-05-09
8029;Vista;11111416456030;8;2008;2014-03-10
8030;SuperiorCard;33336990041387;4;2006;2013-11-03
8031;ColonialVoice;77777849094294;6;2005;2014-03-08
8032;Distinguish;55559897207803;6;2006;2014-01-25
8033;Distinguish;55553727877348;12;2008;2011-08-01
8034;Vista;11114384945471;2;2006;2013-07-17
8035;ColonialVoice;77775680715354;7;2007;2013-05-02
8036;Distinguish;55556180720153;9;2007;2013-07-07
8037;SuperiorCard;33335041920577;3;2006;2013-09-29
8038;SuperiorCard;33338488119443;12;2007;2011-07-24
8039;Vista;11115234853795;7;2006;2013-01-28
8040;Distinguish;55558310357609;11;2008;2014-01-09
8041;SuperiorCard;33335991678573;7;2007;2013-01-24
8042;Vista;11114958334029;3;2006;2013-01-26
8043;SuperiorCard;33333581572286;5;2005;2011-07-01
8044;ColonialVoice;77775497109662;1;2008;2012-08-17
8045;SuperiorCard;33332946339786;3;2005;2014-03-30
8046;Distinguish;55557188906437;12;2005;2013-09-14
8047;Vista;11111420312637;9;2005;2013-07-22
8048;ColonialVoice;77773200279351;9;2005;2014-03-18
8049;SuperiorCard;33336488892068;5;2007;2009-02-16
8050;Distinguish;55557529263482;2;2007;2012-10-06
8051;ColonialVoice;77771723750243;7;2007;2013-01-28
8052;ColonialVoice;77777051912151;2;2005;2012-02-04
8053;SuperiorCard;33333205481976;12;2007;2011-12-31
8054;SuperiorCard;33331889304979;12;2005;2014-02-08
8055;Vista;11112576367962;3;2005;2014-05-15
8056;Distinguish;55555649709655;6;2008;2014-01-07
8057;ColonialVoice;77772789522457;7;2007;2014-03-22
8058;Distinguish;55559157139363;6;2005;2013-11-04
8059;Distinguish;55558972348885;8;2007;2013-09-19
8060;ColonialVoice;77774513633080;12;2005;2014-03-30
8061;Distinguish;55558048495674;7;2006;2013-10-20
8062;SuperiorCard;33334212000638;12;2008;2013-07-13
8063;Distinguish;55557402990308;3;2008;2013-02-03
8064;SuperiorCard;33331804914984;3;2008;2013-09-03
8065;SuperiorCard;33336647285720;5;2005;2013-06-13
8066;Vista;11117776162612;7;2007;2008-12-02
8067;Vista;11113577285352;9;2007;2013-12-02
8068;SuperiorCard;33334390708243;3;2008;2014-02-03
8069;Distinguish;55557359751528;11;2007;2012-04-16
8070;Distinguish;55555449946471;12;2005;2012-04-04
8071;ColonialVoice;77773851337332;10;2005;2013-07-05
8072;ColonialVoice;77773239398803;11;2008;2014-02-11
8073;ColonialVoice;77779771776186;8;2006;2013-03-26
8074;ColonialVoice;77777249509181;8;2007;2014-03-17
8075;Distinguish;55552647633112;8;2006;2013-12-24
8076;ColonialVoice;77775224230878;12;2008;2014-01-30
8077;Vista;11112293390438;2;2007;2013-05-05
8078;Distinguish;55559585636165;8;2007;2013-08-01
8079;SuperiorCard;33334704600081;11;2005;2013-08-10
8080;ColonialVoice;77776065838795;6;2008;2012-12-30
8081;Distinguish;55558048674944;3;2006;2012-09-28
8082;ColonialVoice;77771920133741;2;2008;2012-12-31
8083;SuperiorCard;33334987763279;1;2007;2013-04-03
8084;Distinguish;55554432604661;11;2008;2014-02-10
8085;SuperiorCard;33336583567250;10;2006;2011-11-05
8086;Distinguish;55554698255734;10;2006;2013-10-31
8087;SuperiorCard;33333892454094;1;2006;2011-06-01
8088;SuperiorCard;33337237266015;3;2005;2014-01-04
8089;Distinguish;55556064642623;7;2007;2013-11-04
8090;SuperiorCard;33333260229826;2;2006;2013-11-07
8091;Distinguish;55551058386714;8;2006;2013-07-31
8092;SuperiorCard;33339179894829;4;2006;2014-04-16
8093;Vista;11111882233382;3;2005;2014-05-24
8094;Vista;11111574200090;10;2008;2012-01-17
8095;SuperiorCard;33333773654532;9;2005;2012-06-28
8096;ColonialVoice;77775026558462;7;2005;2013-03-21
8097;Vista;11114729796488;6;2007;2012-12-21
8098;SuperiorCard;33335638018199;8;2006;2011-08-07
8099;ColonialVoice;77771034515309;5;2008;2011-08-10
8100;Distinguish;55553855246103;9;2006;2013-07-21
8101;SuperiorCard;33334482020932;8;2008;2012-09-05
8102;ColonialVoice;77772495208124;9;2007;2007-12-30
8103;Distinguish;55558061643397;11;2008;2011-07-01
8104;Vista;11117819076458;12;2008;2013-09-06
8105;SuperiorCard;33332058302713;6;2007;2014-06-17
8106;Vista;11119795736411;3;2008;2013-09-12
8107;Distinguish;55552371382023;1;2008;2013-10-07
8108;ColonialVoice;77775142026581;9;2007;2014-03-28
8109;Vista;11113282166198;5;2006;2013-07-07
8110;SuperiorCard;33333361972699;6;2007;2013-08-06
8111;Vista;11111694301655;12;2007;2013-02-27
8112;Vista;11112016279854;6;2006;2014-01-14
8113;ColonialVoice;77772120950121;8;2007;2013-09-13
8114;ColonialVoice;77772697805575;10;2008;2012-01-31
8115;Vista;11119456897160;7;2008;2011-07-19
8116;ColonialVoice;77775529299091;10;2006;2014-01-22
8117;ColonialVoice;77778691764673;11;2007;2013-01-01
8118;ColonialVoice;77773778758231;12;2007;2013-07-07
8119;Vista;11114914926033;5;2008;2014-03-04
8120;ColonialVoice;77776751970362;8;2008;2012-08-18
8121;Distinguish;55553699359822;3;2005;2013-01-14
8122;Vista;11117499491953;3;2008;2014-03-30
8123;ColonialVoice;77771315059385;11;2006;2014-03-15
8124;Distinguish;55556551732441;12;2008;2013-03-15
8125;Distinguish;55555698813825;4;2005;2013-07-10
8126;SuperiorCard;33332021455773;1;2006;2014-05-03
8127;ColonialVoice;77777599018120;9;2008;2011-09-26
8128;Distinguish;55559724254845;3;2006;2013-03-30
8129;Vista;11115603964458;12;2007;2012-09-07
8130;Distinguish;55556337540224;8;2005;2014-05-09
8131;Distinguish;55557946387582;1;2005;2013-12-15
8132;Distinguish;55555375484132;8;2006;2014-03-08
8133;ColonialVoice;77779083491029;6;2005;2013-02-14
8134;Distinguish;55555906581485;4;2008;2013-07-31
8135;ColonialVoice;77777219877346;11;2006;2014-04-04
8136;SuperiorCard;33332511153014;1;2008;2012-06-11
8137;Vista;11114759180507;1;2007;2014-03-23
8138;Distinguish;55559485402989;5;2008;2013-08-10
8139;Vista;11114482017169;8;2005;2014-06-13
8140;Distinguish;55559396369871;4;2007;2014-05-22
8141;Distinguish;55551668864897;7;2005;2013-11-29
8142;Distinguish;55551488945752;4;2008;2014-04-19
8143;ColonialVoice;77779685015849;11;2007;2013-09-24
8144;Distinguish;55555669313711;8;2007;2009-01-28
8145;SuperiorCard;33333985058843;6;2005;2013-08-02
8146;ColonialVoice;77779225667058;10;2005;2013-12-30
8147;Vista;11111917019073;8;2006;2014-05-13
8148;SuperiorCard;33331288610391;9;2008;2014-05-22
8149;Distinguish;55558784910135;10;2008;2011-12-09
8150;Vista;11119640771646;1;2008;2014-05-11
8151;Vista;11118553717024;8;2006;2014-04-15
8152;ColonialVoice;77778586972650;10;2007;2013-01-03
8153;Distinguish;55558880005176;1;2007;2012-02-23
8154;SuperiorCard;33332768905461;5;2007;2012-04-07
8155;SuperiorCard;33334188706206;11;2008;2014-04-11
8156;Distinguish;55556826467858;3;2007;2014-01-22
8157;ColonialVoice;77771944966383;9;2005;2012-08-23
8158;SuperiorCard;33335604399432;8;2006;2014-02-18
8159;ColonialVoice;77776891956740;9;2007;2014-04-24
8160;SuperiorCard;33339012077547;8;2006;2012-06-10
8161;SuperiorCard;33339314216140;2;2007;2013-10-04
8162;SuperiorCard;33331515426649;3;2008;2013-10-06
8163;SuperiorCard;33339132412739;2;2005;2014-03-14
8164;SuperiorCard;33333935252931;8;2006;2014-03-12
8165;Distinguish;55551137522620;6;2006;2014-05-21
8166;SuperiorCard;33331299033395;1;2007;2014-02-07
8167;SuperiorCard;33338160190059;9;2008;2012-06-13
8168;ColonialVoice;77774798625074;4;2006;2013-09-29
8169;Distinguish;55558543795687;4;2008;2013-07-30
8170;Vista;11115430220504;11;2006;2013-04-05
8171;Vista;11119811151271;8;2006;2013-10-14
8172;ColonialVoice;77773762336052;2;2008;2014-03-21
8173;Vista;11117113676679;8;2008;2011-08-28
8174;Vista;11117108808674;4;2008;2014-05-29
8175;SuperiorCard;33333865681968;10;2005;2012-12-29
8176;Vista;11118229163382;10;2008;2014-01-30
8177;ColonialVoice;77771155570506;12;2005;2011-08-05
8178;SuperiorCard;33334789488963;7;2006;2014-05-24
8179;Vista;11113621490314;3;2007;2012-08-09
8180;ColonialVoice;77773099472691;2;2005;2011-11-28
8181;Vista;11112642895576;10;2007;2013-03-27
8182;Distinguish;55553828661918;9;2006;2014-05-21
8183;Distinguish;55551618569723;10;2008;2012-02-03
8184;SuperiorCard;33335165570593;10;2008;2014-02-16
8185;SuperiorCard;33332182553707;7;2006;2014-05-31
8186;Vista;11117859822791;7;2007;2011-07-25
8187;Distinguish;55556842876561;6;2008;2014-05-10
8188;Distinguish;55557881290787;2;2005;2014-01-06
8189;Distinguish;55558439347741;11;2005;2014-02-17
8190;ColonialVoice;77777419721276;9;2008;2013-08-08
8191;SuperiorCard;33336180312611;4;2005;2013-09-28
8192;Vista;11115973658775;9;2006;2013-11-04
8193;ColonialVoice;77778192891124;9;2008;2014-04-12
8194;SuperiorCard;33336210539859;1;2006;2013-08-13
8195;Vista;11115935044794;11;2007;2014-06-23
8196;ColonialVoice;77779714360418;10;2005;2013-07-01
8197;SuperiorCard;33336885944867;9;2005;2012-10-09
8198;Distinguish;55552931080698;8;2006;2012-10-17
8199;Distinguish;55554921504803;3;2007;2014-01-12
8200;Distinguish;55558207198716;4;2008;2014-03-08
8201;Vista;11111712721060;2;2005;2014-01-11
8202;Vista;11116411260182;5;2005;2013-01-14
8203;Vista;11112144972237;7;2005;2012-09-18
8204;Vista;11112531223203;2;2005;2014-04-06
8205;ColonialVoice;77774259378048;6;2007;2013-06-30
8206;ColonialVoice;77779890780806;3;2006;2013-11-29
8207;SuperiorCard;33337582597827;2;2006;2013-08-29
8208;Distinguish;55555190162911;8;2005;2014-06-30
8209;SuperiorCard;33332814550979;3;2005;2013-07-28
8210;Vista;11119040156392;7;2006;2008-11-25
8211;SuperiorCard;33331707933535;6;2006;2014-05-16
8212;ColonialVoice;77771598430282;4;2006;2012-10-16
8213;Vista;11119224148490;8;2006;2013-07-31
8214;Distinguish;55555776369929;9;2005;2014-05-09
8215;Distinguish;55559784311355;11;2007;2013-10-11
8216;SuperiorCard;33331425005650;4;2008;2013-09-26
8217;ColonialVoice;77776841195672;2;2008;2012-05-30
8218;ColonialVoice;77771089102432;7;2007;2013-03-05
8219;ColonialVoice;77776648224140;9;2005;2013-07-31
8220;Distinguish;55551464047015;1;2008;2012-07-06
8221;Distinguish;55555511419657;2;2005;2014-03-04
8222;Vista;11117269118910;12;2007;2014-03-24
8223;Vista;11117771687495;9;2005;2013-09-29
8224;SuperiorCard;33335474499254;8;2008;2014-02-23
8225;Vista;11112158708952;11;2007;2012-08-07
8226;Vista;11119830063309;7;2007;2013-12-30
8227;ColonialVoice;77779758867496;2;2007;2012-11-14
8228;SuperiorCard;33332464208213;11;2006;2013-12-14
8229;SuperiorCard;33339527094921;11;2005;2012-12-31
8230;SuperiorCard;33333130656682;2;2006;2014-06-02
8231;Distinguish;55552235386334;3;2005;2014-01-22
8232;Distinguish;55551049044524;1;2008;2011-08-22
8233;Distinguish;55552175634413;4;2008;2012-12-01
8234;Vista;11118142438734;10;2006;2013-12-29
8235;ColonialVoice;77777600482015;9;2007;2013-06-30
8236;SuperiorCard;33338064789619;7;2005;2014-04-12
8237;Vista;11113729423325;9;2007;2013-11-01
8238;Vista;11116601463624;2;2005;2013-12-24
8239;Distinguish;55551489090373;8;2008;2014-05-20
8240;Distinguish;55553304292477;9;2007;2013-09-12
8241;ColonialVoice;77779477374895;1;2005;2012-01-10
8242;Distinguish;55556122193587;7;2006;2014-03-07
8243;SuperiorCard;33331469343600;8;2008;2014-04-20
8244;SuperiorCard;33332636017349;4;2008;2013-12-10
8245;Vista;11113743390230;9;2005;2014-03-03
8246;ColonialVoice;77771524579855;12;2005;2013-12-19
8247;Distinguish;55554772182684;6;2006;2014-05-09
8248;ColonialVoice;77776811096062;7;2008;2013-11-11
8249;SuperiorCard;33337232188993;11;2008;2013-09-08
8250;Distinguish;55554922293759;4;2006;2013-09-09
8251;ColonialVoice;77776483888877;4;2006;2011-12-26
8252;Distinguish;55553461001716;2;2007;2014-04-28
8253;SuperiorCard;33331284991104;9;2006;2014-02-28
8254;SuperiorCard;33333139853670;1;2005;2014-06-26
8255;SuperiorCard;33333166465338;5;2007;2013-11-04
8256;SuperiorCard;33335230192563;4;2007;2013-07-10
8257;Distinguish;55551092599995;5;2008;2013-11-04
8258;Vista;11117960585949;3;2006;2013-12-03
8259;SuperiorCard;33336109812137;5;2007;2013-07-31
8260;Vista;11114161050246;9;2005;2013-12-30
8261;SuperiorCard;33339131327175;7;2006;2013-03-23
8262;SuperiorCard;33335758730195;2;2007;2014-03-11
8263;ColonialVoice;77773232585219;1;2008;2013-07-31
8264;Vista;11115657442678;3;2008;2013-07-01
8265;Distinguish;55552341269015;11;2007;2013-08-06
8266;Distinguish;55552653073470;8;2006;2009-01-08
8267;SuperiorCard;33337176140556;8;2008;2013-09-29
8268;ColonialVoice;77776072722354;6;2007;2012-07-12
8269;SuperiorCard;33331475381476;11;2005;2013-06-18
8270;Distinguish;55553403064170;2;2005;2014-06-21
8271;Vista;11119749596477;8;2005;2013-09-12
8272;ColonialVoice;77777054266991;8;2008;2013-07-16
8273;SuperiorCard;33333018513744;2;2007;2013-11-16
8274;ColonialVoice;77777838782704;3;2005;2013-07-31
8275;Distinguish;55559586385251;2;2005;2014-05-20
8276;Distinguish;55554853843280;8;2006;2013-09-01
8277;Vista;11111908634957;7;2006;2013-05-20
8278;Vista;11116909599962;2;2008;2013-08-03
8279;Vista;11117304875807;2;2008;2013-11-24
8280;Vista;11113401666404;7;2005;2013-10-09
8281;ColonialVoice;77779450736843;9;2007;2011-05-24
8282;Distinguish;55552558966092;6;2006;2013-12-15
8283;Distinguish;55552888737446;8;2007;2013-11-05
8284;SuperiorCard;33336461743036;7;2005;2008-12-26
8285;SuperiorCard;33337162297791;5;2008;2013-03-23
8286;Vista;11118774714825;5;2006;2013-07-16
8287;SuperiorCard;33336370996508;5;2007;2013-09-18
8288;SuperiorCard;33333046705619;9;2008;2013-10-12
8289;ColonialVoice;77771862482241;2;2008;2014-01-19
8290;SuperiorCard;33337255316630;1;2005;2012-05-03
8291;Distinguish;55553107655924;11;2005;2012-03-19
8292;Distinguish;55553471811801;8;2008;2012-06-30
8293;SuperiorCard;33339149609946;5;2007;2013-03-30
8294;Distinguish;55558679691333;2;2008;2014-04-14
8295;ColonialVoice;77773481613348;8;2006;2014-03-27
8296;Vista;11112067232039;10;2007;2014-05-17
8297;SuperiorCard;33338217424806;10;2006;2013-08-31
8298;Distinguish;55557186454078;3;2007;2014-01-28
8299;Distinguish;55556640219324;4;2007;2014-05-20
8300;ColonialVoice;77777327130790;9;2006;2013-08-11
8301;Distinguish;55555866556765;10;2006;2014-02-22
8302;SuperiorCard;33332665738261;7;2006;2014-03-12
8303;Distinguish;55554513842241;1;2005;2013-08-27
8304;ColonialVoice;77771863573109;2;2008;2013-02-16
8305;ColonialVoice;77776897702782;4;2008;2013-08-17
8306;Vista;11117899929858;8;2007;2013-01-04
8307;Distinguish;55559238690715;5;2005;2012-04-03
8308;Distinguish;55551452039910;3;2005;2013-12-24
8309;Distinguish;55557575517559;9;2006;2013-07-10
8310;SuperiorCard;33333843069320;7;2007;2014-04-08
8311;SuperiorCard;33339050398752;6;2005;2014-02-13
8312;ColonialVoice;77771052660244;11;2007;2014-04-23
8313;Vista;11112681554601;8;2008;2012-06-02
8314;ColonialVoice;77778553791651;6;2006;2013-04-26
8315;Distinguish;55559988703203;4;2007;2013-08-02
8316;SuperiorCard;33337957549419;1;2006;2013-09-02
8317;SuperiorCard;33331246194491;10;2007;2013-10-16
8318;SuperiorCard;33333334817963;4;2008;2014-01-27
8319;SuperiorCard;33339857500315;11;2005;2013-02-26
8320;Distinguish;55556374837911;10;2007;2013-07-22
8321;ColonialVoice;77775484991935;4;2006;2011-08-23
8322;Distinguish;55556295068402;3;2005;2011-12-05
8323;SuperiorCard;33332494432193;12;2008;2013-09-21
8324;Distinguish;55551387216453;11;2005;2013-08-29
8325;Vista;11118830285834;10;2007;2013-12-02
8326;SuperiorCard;33339390789423;9;2008;2014-04-12
8327;SuperiorCard;33331151009834;6;2007;2011-05-09
8328;Distinguish;55559721459652;5;2005;2013-09-16
8329;SuperiorCard;33332722016004;6;2007;2013-08-11
8330;ColonialVoice;77774106263425;3;2008;2013-07-23
8331;Distinguish;55558704170444;3;2008;2011-12-24
8332;Distinguish;55557942816948;9;2007;2012-04-08
8333;Distinguish;55554940340090;12;2006;2013-07-07
8334;SuperiorCard;33331260468742;12;2006;2014-05-04
8335;Distinguish;55556715779166;6;2007;2013-08-26
8336;Vista;11119934069780;4;2007;2011-11-17
8337;ColonialVoice;77772490778698;12;2006;2014-03-08
8338;SuperiorCard;33335541781626;2;2008;2009-02-23
8339;Distinguish;55554439486130;10;2007;2012-11-12
8340;Vista;11115292081581;5;2006;2014-01-14
8341;Vista;11115522237612;2;2008;2014-04-22
8342;SuperiorCard;33339184479609;1;2008;2013-05-30
8343;ColonialVoice;77778600007995;5;2007;2012-10-25
8344;ColonialVoice;77772363055915;9;2008;2013-12-02
8345;SuperiorCard;33334227335540;5;2005;2012-07-19
8346;Vista;11112271912071;7;2007;2013-08-30
8347;ColonialVoice;77774653236671;8;2007;2013-12-09
8348;SuperiorCard;33339027359838;2;2008;2014-02-08
8349;Vista;11117746656706;8;2007;2013-10-31
8350;SuperiorCard;33336227441059;12;2006;2013-08-11
8351;Distinguish;55559599960610;12;2008;2013-01-03
8352;ColonialVoice;77779030461794;1;2006;2014-01-05
8353;ColonialVoice;77774828546737;6;2007;2013-12-01
8354;ColonialVoice;77778912490765;7;2007;2014-05-26
8355;Distinguish;55553215274726;1;2008;2013-07-28
8356;ColonialVoice;77774210881118;12;2008;2013-04-06
8357;ColonialVoice;77773863377559;6;2007;2013-08-19
8358;Distinguish;55555030101954;9;2006;2013-02-17
8359;SuperiorCard;33332296534536;12;2008;2014-04-26
8360;Distinguish;55557773661164;3;2008;2013-10-18
8361;Vista;11118240434784;3;2005;2014-05-02
8362;Vista;11111467853964;7;2008;2014-02-14
8363;ColonialVoice;77777871310897;1;2006;2014-05-30
8364;Vista;11118429004467;6;2007;2014-03-05
8365;Vista;11116858848273;11;2008;2014-05-25
8366;ColonialVoice;77776473492653;12;2006;2013-06-07
8367;Vista;11113464711635;8;2006;2013-08-10
8368;Distinguish;55554494181025;5;2007;2014-06-07
8369;SuperiorCard;33333526833372;9;2006;2011-11-30
8370;ColonialVoice;77776149157118;2;2006;2013-09-27
8371;Distinguish;55558119774523;10;2007;2012-02-06
8372;ColonialVoice;77774257499407;2;2006;2013-07-14
8373;ColonialVoice;77773727882629;12;2007;2013-07-03
8374;Distinguish;55557174061196;4;2006;2013-04-15
8375;Vista;11117796884233;1;2006;2013-02-04
8376;Vista;11113692996337;12;2008;2014-02-16
8377;Vista;11113220395654;3;2006;2014-04-29
8378;Vista;11116555228486;2;2008;2013-08-31
8379;Distinguish;55551049594050;7;2008;2013-07-07
8380;Distinguish;55551708847265;7;2005;2013-10-09
8381;ColonialVoice;77772956599846;1;2006;2014-02-27
8382;SuperiorCard;33337009347686;12;2005;2013-08-31
8383;Distinguish;55554345639061;12;2008;2012-11-19
8384;Vista;11114086812636;5;2005;2012-09-10
8385;ColonialVoice;77772673034973;4;2005;2013-12-04
8386;SuperiorCard;33332003229566;5;2005;2013-05-16
8387;Distinguish;55557708525583;7;2007;2013-09-08
8388;SuperiorCard;33335829847897;12;2006;2013-09-17
8389;ColonialVoice;77772444692129;3;2008;2014-02-07
8390;SuperiorCard;33332460537871;6;2008;2012-02-21
8391;Vista;11111676863039;2;2007;2012-04-14
8392;Vista;11112783085332;4;2007;2014-04-16
8393;ColonialVoice;77777904393348;12;2006;2014-05-15
8394;SuperiorCard;33333685661165;2;2006;2012-07-31
8395;SuperiorCard;33333289995217;1;2006;2013-09-02
8396;Vista;11118109549514;3;2005;2013-01-20
8397;SuperiorCard;33336823266623;4;2006;2013-10-22
8398;Distinguish;55558396567446;6;2008;2013-01-11
8399;ColonialVoice;77771462812053;9;2005;2013-05-30
8400;ColonialVoice;77778010412048;5;2006;2012-04-01
8401;Distinguish;55556647993125;7;2005;2014-01-19
8402;ColonialVoice;77774437581524;3;2005;2013-11-30
8403;Vista;11111931755250;3;2006;2014-04-05
8404;SuperiorCard;33337975368679;12;2007;2013-12-19
8405;SuperiorCard;33334714195093;4;2005;2012-12-04
8406;SuperiorCard;33338349693267;4;2008;2013-11-09
8407;ColonialVoice;77778041075421;12;2005;2014-05-14
8408;Vista;11117427602105;10;2005;2013-12-13
8409;Distinguish;55552183769865;1;2006;2011-11-28
8410;ColonialVoice;77774264318966;8;2005;2013-11-21
8411;ColonialVoice;77772859730928;12;2006;2013-11-15
8412;SuperiorCard;33331854830704;7;2007;2014-03-26
8413;ColonialVoice;77778395535629;2;2007;2013-08-13
8414;Distinguish;55557932696004;11;2007;2014-04-04
8415;Distinguish;55551527578034;2;2005;2012-11-05
8416;Distinguish;55554644186600;4;2005;2014-02-22
8417;Vista;11116508894134;11;2006;2013-09-18
8418;Distinguish;55552591735688;7;2006;2012-06-30
8419;ColonialVoice;77779794662428;7;2006;2013-10-17
8420;Distinguish;55559361158994;8;2007;2013-07-24
8421;SuperiorCard;33333804308982;11;2006;2014-04-01
8422;SuperiorCard;33337542023491;3;2007;2013-12-03
8423;SuperiorCard;33339512450623;6;2007;2013-10-02
8424;Distinguish;55555316588818;2;2008;2014-01-25
8425;Distinguish;55554135508175;9;2006;2013-07-27
8426;Vista;11112639957733;3;2006;2014-03-09
8427;SuperiorCard;33336116263022;5;2007;2012-09-17
8428;ColonialVoice;77773255442488;8;2006;2013-01-14
8429;Distinguish;55558650947337;10;2008;2013-04-21
8430;SuperiorCard;33336828727596;11;2005;2013-11-09
8431;SuperiorCard;33332291782546;8;2007;2012-10-19
8432;Vista;11115530650617;11;2005;2013-12-19
8433;SuperiorCard;33333650088679;11;2007;2014-01-07
8434;SuperiorCard;33333601465938;4;2006;2013-11-13
8435;SuperiorCard;33339398026359;3;2007;2011-05-09
8436;SuperiorCard;33331113503861;8;2007;2012-09-19
8437;ColonialVoice;77779257964716;5;2006;2013-08-19
8438;Distinguish;55559124541917;12;2005;2012-10-24
8439;Distinguish;55551953815819;10;2006;2014-06-16
8440;ColonialVoice;77773271270418;3;2008;2014-05-28
8441;SuperiorCard;33332466551537;8;2008;2013-02-01
8442;Vista;11115102161526;5;2008;2014-02-04
8443;Distinguish;55554444490079;5;2006;2014-01-27
8444;Vista;11114212174679;2;2007;2014-02-18
8445;SuperiorCard;33332944580196;5;2005;2012-06-14
8446;SuperiorCard;33334454686344;3;2007;2013-07-08
8447;Vista;11118553137141;12;2006;2013-08-12
8448;ColonialVoice;77771788531208;6;2005;2013-09-07
